Entity,Day,"People vaccinated (cumulative, per hundred)"
Afghanistan,2021-02-22,0
Afghanistan,2021-02-28,0.020207573
Afghanistan,2021-03-16,0.13307427
Afghanistan,2021-04-07,0.29572058
Afghanistan,2021-04-22,0.59144115
Afghanistan,2021-05-11,1.1061872
Afghanistan,2021-05-20,1.1590793
Afghanistan,2021-05-24,1.1739293
Afghanistan,2021-05-26,1.1813347
Afghanistan,2021-05-27,1.1818326
Afghanistan,2021-05-30,1.1834393
Afghanistan,2021-06-02,1.187047
Afghanistan,2021-06-03,1.1873181
Afghanistan,2021-06-08,1.190157
Afghanistan,2021-06-14,1.1945559
Afghanistan,2021-06-22,1.4345603
Afghanistan,2021-06-27,1.600425
Afghanistan,2021-06-30,1.7230653
Afghanistan,2021-07-05,1.7899696
Afghanistan,2021-07-07,1.8118135
Afghanistan,2021-07-11,1.8308406
Afghanistan,2021-08-20,1.8988761
Afghanistan,2021-08-31,1.9049383
Afghanistan,2021-09-30,2.041953
Afghanistan,2021-11-14,8.69954
Afghanistan,2021-12-27,10.209401
Afghanistan,2022-01-09,10.740991
Afghanistan,2022-01-11,10.790889
Afghanistan,2022-01-13,10.85762
Afghanistan,2022-01-17,10.924229
Afghanistan,2022-01-19,10.966825
Afghanistan,2022-01-24,11.05632
Afghanistan,2022-01-26,11.117546
Afghanistan,2022-01-27,11.132352
Afghanistan,2022-01-31,11.224193
Afghanistan,2022-02-02,11.281099
Afghanistan,2022-02-07,11.420438
Afghanistan,2022-02-14,11.640095
Afghanistan,2022-02-20,11.832579
Afghanistan,2022-02-27,12.09265
Afghanistan,2022-03-06,12.205236
Afghanistan,2022-03-17,12.485668
Afghanistan,2022-03-22,12.525797
Afghanistan,2022-04-04,12.785127
Afghanistan,2022-04-14,12.930336
Afghanistan,2022-04-18,12.947458
Afghanistan,2022-04-26,13.0281105
Afghanistan,2022-04-27,13.029022
Afghanistan,2022-05-05,13.106544
Afghanistan,2022-05-08,13.111218
Afghanistan,2022-05-10,13.125799
Afghanistan,2022-05-15,13.20868
Afghanistan,2022-05-23,13.325815
Afghanistan,2022-06-01,13.447694
Afghanistan,2022-06-15,13.734188
Afghanistan,2022-06-21,13.873046
Afghanistan,2022-06-30,14.079464
Afghanistan,2022-07-10,14.182991
Afghanistan,2022-07-17,14.710635
Afghanistan,2022-07-19,17.594027
Afghanistan,2022-07-27,17.97663
Afghanistan,2022-08-07,22.342768
Afghanistan,2022-08-15,25.763912
Afghanistan,2022-08-22,26.160128
Afghanistan,2022-08-31,26.443998
Afghanistan,2022-09-04,26.48734
Afghanistan,2022-09-11,26.67227
Afghanistan,2022-09-12,26.681843
Afghanistan,2022-09-19,26.79721
Afghanistan,2022-09-26,26.905432
Afghanistan,2022-09-28,26.934105
Afghanistan,2022-10-04,27.013195
Afghanistan,2022-10-11,27.076204
Afghanistan,2022-10-16,27.138142
Afghanistan,2022-10-24,27.316248
Afghanistan,2022-11-01,27.429665
Afghanistan,2022-11-02,27.516062
Afghanistan,2022-11-08,27.59265
Afghanistan,2022-11-15,27.657425
Afghanistan,2022-11-16,27.69127
Afghanistan,2022-11-27,27.829317
Afghanistan,2022-12-05,27.89855
Afghanistan,2022-12-22,28.240557
Afghanistan,2023-01-06,28.421581
Afghanistan,2023-01-16,28.602846
Afghanistan,2023-01-22,28.76558
Afghanistan,2023-01-29,28.794998
Afghanistan,2023-02-12,28.992256
Afghanistan,2023-02-14,29.037073
Afghanistan,2023-02-19,30.508837
Afghanistan,2023-02-23,31.059803
Afghanistan,2023-02-26,32.51839
Afghanistan,2023-02-28,33.12562
Afghanistan,2023-03-05,34.638165
Afghanistan,2023-03-12,35.138725
Afghanistan,2023-03-14,35.141857
Afghanistan,2023-03-19,35.578266
Afghanistan,2023-03-21,35.596348
Afghanistan,2023-03-26,35.62653
Afghanistan,2023-03-28,35.627552
Afghanistan,2023-04-02,35.798878
Afghanistan,2023-04-09,35.878372
Afghanistan,2023-04-11,36.01183
Afghanistan,2023-04-16,36.07817
Afghanistan,2023-04-18,36.27357
Afghanistan,2023-04-24,36.305897
Afghanistan,2023-04-25,36.312866
Afghanistan,2023-04-30,36.419464
Afghanistan,2023-05-03,36.44896
Afghanistan,2023-05-09,36.529465
Afghanistan,2023-05-14,36.724247
Afghanistan,2023-05-16,36.840324
Afghanistan,2023-05-21,37.466827
Afghanistan,2023-05-29,39.121998
Afghanistan,2023-06-06,41.328735
Afghanistan,2023-06-11,41.839756
Afghanistan,2023-06-13,41.862103
Afghanistan,2023-06-18,42.303642
Afghanistan,2023-06-20,42.465065
Afghanistan,2023-06-27,42.5922
Afghanistan,2023-07-04,42.732143
Afghanistan,2023-07-09,42.75033
Afghanistan,2023-07-11,42.87421
Afghanistan,2023-07-18,42.90752
Afghanistan,2023-07-23,42.937725
Afghanistan,2023-07-25,43.095825
Afghanistan,2023-07-30,43.211533
Afghanistan,2023-08-01,43.32151
Afghanistan,2023-08-06,43.40497
Afghanistan,2023-08-08,43.489765
Afghanistan,2023-08-15,43.60373
Afghanistan,2023-08-20,43.748146
Afghanistan,2023-08-27,43.915268
Afghanistan,2023-09-01,44.1642
Afghanistan,2023-09-05,44.18807
Afghanistan,2023-09-10,44.39641
Afghanistan,2023-09-17,44.548126
Afghanistan,2023-09-19,44.723106
Afghanistan,2023-09-26,44.992897
Afghanistan,2023-10-08,45.081276
Afghanistan,2023-10-16,45.30762
Afghanistan,2023-10-24,45.654503
Afghanistan,2023-11-05,45.684555
Afghanistan,2023-11-07,45.8814
Afghanistan,2023-11-14,46.37229
Afghanistan,2023-11-26,46.568596
Afghanistan,2023-12-31,47.19545
Africa,2020-12-02,0.21819471
Africa,2020-12-03,0.21819471
Africa,2020-12-04,0.21819471
Africa,2020-12-05,0.21819471
Africa,2020-12-06,0.21819471
Africa,2020-12-07,0.21819471
Africa,2020-12-08,0.21819471
Africa,2020-12-09,0.21819471
Africa,2020-12-10,0.21819471
Africa,2020-12-11,0.21819471
Africa,2020-12-12,0.21819471
Africa,2020-12-13,0.21819471
Africa,2020-12-14,0.21819471
Africa,2020-12-15,0.21819471
Africa,2020-12-16,0.21819471
Africa,2020-12-17,0.21819471
Africa,2020-12-18,0.21819471
Africa,2020-12-19,0.21819471
Africa,2020-12-20,0.21819471
Africa,2020-12-21,0.21819471
Africa,2020-12-22,0.21819471
Africa,2020-12-23,0.21819471
Africa,2020-12-24,0.21819471
Africa,2020-12-25,0.21819471
Africa,2020-12-26,0.21819471
Africa,2020-12-27,0.21819471
Africa,2020-12-28,0.21819471
Africa,2020-12-29,0.21819471
Africa,2020-12-30,0.21819471
Africa,2020-12-31,0.21819471
Africa,2021-01-01,0.21819471
Africa,2021-01-02,0.21819471
Africa,2021-01-03,0.21819471
Africa,2021-01-04,0.21819471
Africa,2021-01-05,0.21819471
Africa,2021-01-06,0.21819471
Africa,2021-01-07,0.21819471
Africa,2021-01-08,0.21819471
Africa,2021-01-09,0.21819471
Africa,2021-01-10,0.2182294
Africa,2021-01-11,0.21826407
Africa,2021-01-12,0.21829875
Africa,2021-01-13,0.21833344
Africa,2021-01-14,0.21840279
Africa,2021-01-15,0.21847215
Africa,2021-01-16,0.21868023
Africa,2021-01-17,0.21877217
Africa,2021-01-18,0.2188641
Africa,2021-01-19,0.21895602
Africa,2021-01-20,0.21910772
Africa,2021-01-21,0.21923697
Africa,2021-01-22,0.21936622
Africa,2021-01-23,0.2194677
Africa,2021-01-24,0.21952097
Africa,2021-01-25,0.21958944
Africa,2021-01-26,0.2198025
Africa,2021-01-27,0.22001916
Africa,2021-01-28,0.22025782
Africa,2021-01-29,0.22041948
Africa,2021-01-30,0.22053634
Africa,2021-01-31,0.22109807
Africa,2021-02-01,0.22165981
Africa,2021-02-02,0.22222131
Africa,2021-02-03,0.22275493
Africa,2021-02-04,0.22324966
Africa,2021-02-05,0.22374439
Africa,2021-02-06,0.22423913
Africa,2021-02-07,0.22472659
Africa,2021-02-08,0.22521405
Africa,2021-02-09,0.2256978
Africa,2021-02-10,0.22618113
Africa,2021-02-11,0.22667994
Africa,2021-02-12,0.22729649
Africa,2021-02-13,0.22791302
Africa,2021-02-14,0.22839646
Africa,2021-02-15,0.2288799
Africa,2021-02-16,0.22965273
Africa,2021-02-17,0.23050512
Africa,2021-02-18,0.23161922
Africa,2021-02-19,0.23298419
Africa,2021-02-20,0.24157068
Africa,2021-02-21,0.24757703
Africa,2021-02-22,0.25392902
Africa,2021-02-23,0.2625948
Africa,2021-02-24,0.28495204
Africa,2021-02-25,0.30600145
Africa,2021-02-26,0.32131556
Africa,2021-02-27,0.33171114
Africa,2021-02-28,0.33884543
Africa,2021-03-01,0.34637418
Africa,2021-03-02,0.35741663
Africa,2021-03-03,0.36872146
Africa,2021-03-04,0.37930623
Africa,2021-03-05,0.38877848
Africa,2021-03-06,0.40129113
Africa,2021-03-07,0.40973434
Africa,2021-03-08,0.41692644
Africa,2021-03-09,0.42822114
Africa,2021-03-10,0.44143042
Africa,2021-03-11,0.45198286
Africa,2021-03-12,0.46155813
Africa,2021-03-13,0.47050822
Africa,2021-03-14,0.4755708
Africa,2021-03-15,0.484366
Africa,2021-03-16,0.49281594
Africa,2021-03-17,0.5009369
Africa,2021-03-18,0.50927955
Africa,2021-03-19,0.51798147
Africa,2021-03-20,0.52651334
Africa,2021-03-21,0.5344141
Africa,2021-03-22,0.54227585
Africa,2021-03-23,0.55178225
Africa,2021-03-24,0.56516254
Africa,2021-03-25,0.5782291
Africa,2021-03-26,0.59203124
Africa,2021-03-27,0.6049412
Africa,2021-03-28,0.61721337
Africa,2021-03-29,0.6304063
Africa,2021-03-30,0.64586705
Africa,2021-03-31,0.6615007
Africa,2021-04-01,0.67908543
Africa,2021-04-02,0.6911778
Africa,2021-04-03,0.70351905
Africa,2021-04-04,0.71562994
Africa,2021-04-05,0.72756934
Africa,2021-04-06,0.74327075
Africa,2021-04-07,0.7593108
Africa,2021-04-08,0.7801175
Africa,2021-04-09,0.79730064
Africa,2021-04-10,0.81367964
Africa,2021-04-11,0.82787424
Africa,2021-04-12,0.84415424
Africa,2021-04-13,0.8607273
Africa,2021-04-14,0.87908703
Africa,2021-04-15,0.8965504
Africa,2021-04-16,0.9153644
Africa,2021-04-17,0.93358874
Africa,2021-04-18,0.94746625
Africa,2021-04-19,0.9608709
Africa,2021-04-20,0.9753734
Africa,2021-04-21,0.9913199
Africa,2021-04-22,1.0050766
Africa,2021-04-23,1.0184287
Africa,2021-04-24,1.030874
Africa,2021-04-25,1.0429504
Africa,2021-04-26,1.0555687
Africa,2021-04-27,1.0742697
Africa,2021-04-28,1.0995059
Africa,2021-04-29,1.1147645
Africa,2021-04-30,1.127813
Africa,2021-05-01,1.1398047
Africa,2021-05-02,1.1506552
Africa,2021-05-03,1.1644117
Africa,2021-05-04,1.1871194
Africa,2021-05-05,1.207505
Africa,2021-05-06,1.2255427
Africa,2021-05-07,1.2660508
Africa,2021-05-08,1.2821875
Africa,2021-05-09,1.302229
Africa,2021-05-10,1.3234005
Africa,2021-05-11,1.3531203
Africa,2021-05-12,1.3762884
Africa,2021-05-13,1.3919618
Africa,2021-05-14,1.4062715
Africa,2021-05-15,1.430231
Africa,2021-05-16,1.4530954
Africa,2021-05-17,1.4772892
Africa,2021-05-18,1.5151392
Africa,2021-05-19,1.552819
Africa,2021-05-20,1.5878233
Africa,2021-05-21,1.6220943
Africa,2021-05-22,1.6488835
Africa,2021-05-23,1.6728221
Africa,2021-05-24,1.699386
Africa,2021-05-25,1.741693
Africa,2021-05-26,1.7704159
Africa,2021-05-27,1.8009576
Africa,2021-05-28,1.8282747
Africa,2021-05-29,1.8498927
Africa,2021-05-30,1.8668875
Africa,2021-05-31,1.8897748
Africa,2021-06-01,1.9143456
Africa,2021-06-02,1.9393001
Africa,2021-06-03,1.9710037
Africa,2021-06-04,1.9894018
Africa,2021-06-05,2.0033743
Africa,2021-06-06,2.0185964
Africa,2021-06-07,2.0390444
Africa,2021-06-08,2.0674403
Africa,2021-06-09,2.0895836
Africa,2021-06-10,2.1091785
Africa,2021-06-11,2.1282437
Africa,2021-06-12,2.1409945
Africa,2021-06-13,2.1556308
Africa,2021-06-14,2.1760254
Africa,2021-06-15,2.1961145
Africa,2021-06-16,2.2100742
Africa,2021-06-17,2.2314515
Africa,2021-06-18,2.2512808
Africa,2021-06-19,2.2655456
Africa,2021-06-20,2.2894397
Africa,2021-06-21,2.3138149
Africa,2021-06-22,2.3402233
Africa,2021-06-23,2.3651016
Africa,2021-06-24,2.388178
Africa,2021-06-25,2.4102135
Africa,2021-06-26,2.4231308
Africa,2021-06-27,2.4433308
Africa,2021-06-28,2.457756
Africa,2021-06-29,2.4794602
Africa,2021-06-30,2.5019825
Africa,2021-07-01,2.5243526
Africa,2021-07-02,2.5433931
Africa,2021-07-03,2.5599976
Africa,2021-07-04,2.575144
Africa,2021-07-05,2.5991802
Africa,2021-07-06,2.6225133
Africa,2021-07-07,2.6395764
Africa,2021-07-08,2.6554806
Africa,2021-07-09,2.676525
Africa,2021-07-10,2.688574
Africa,2021-07-11,2.7013474
Africa,2021-07-12,2.7282844
Africa,2021-07-13,2.7591794
Africa,2021-07-14,2.7927816
Africa,2021-07-15,2.8417287
Africa,2021-07-16,2.8549466
Africa,2021-07-17,2.868102
Africa,2021-07-18,2.878701
Africa,2021-07-19,2.9134352
Africa,2021-07-20,2.9395425
Africa,2021-07-21,2.9709978
Africa,2021-07-22,3.0034778
Africa,2021-07-23,3.0288289
Africa,2021-07-24,3.0425756
Africa,2021-07-25,3.0575244
Africa,2021-07-26,3.1014838
Africa,2021-07-27,3.1580265
Africa,2021-07-28,3.2178006
Africa,2021-07-29,3.275948
Africa,2021-07-30,3.3073025
Africa,2021-07-31,3.3309739
Africa,2021-08-01,3.3503947
Africa,2021-08-02,3.3870697
Africa,2021-08-03,3.4711514
Africa,2021-08-04,3.5102146
Africa,2021-08-05,3.5477076
Africa,2021-08-06,3.5880718
Africa,2021-08-07,3.6205955
Africa,2021-08-08,3.6527727
Africa,2021-08-09,3.7055428
Africa,2021-08-10,3.7399933
Africa,2021-08-11,3.7986753
Africa,2021-08-12,3.862067
Africa,2021-08-13,3.9062958
Africa,2021-08-14,3.9365613
Africa,2021-08-15,3.9821026
Africa,2021-08-16,4.0452714
Africa,2021-08-17,4.1023316
Africa,2021-08-18,4.156616
Africa,2021-08-19,4.2129107
Africa,2021-08-20,4.261381
Africa,2021-08-21,4.3038087
Africa,2021-08-22,4.33995
Africa,2021-08-23,4.4056587
Africa,2021-08-24,4.47643
Africa,2021-08-25,4.545466
Africa,2021-08-26,4.615662
Africa,2021-08-27,4.6852803
Africa,2021-08-28,4.727059
Africa,2021-08-29,4.8052435
Africa,2021-08-30,4.8617644
Africa,2021-08-31,4.9202414
Africa,2021-09-01,4.9798584
Africa,2021-09-02,5.0395174
Africa,2021-09-03,5.093319
Africa,2021-09-04,5.1489625
Africa,2021-09-05,5.1966634
Africa,2021-09-06,5.2668314
Africa,2021-09-07,5.3089976
Africa,2021-09-08,5.348648
Africa,2021-09-09,5.3980985
Africa,2021-09-10,5.4710536
Africa,2021-09-11,5.5270467
Africa,2021-09-12,5.578963
Africa,2021-09-13,5.629945
Africa,2021-09-14,5.684371
Africa,2021-09-15,5.738036
Africa,2021-09-16,5.8168793
Africa,2021-09-17,5.8714232
Africa,2021-09-18,5.9261317
Africa,2021-09-19,5.980177
Africa,2021-09-20,6.0507216
Africa,2021-09-21,6.122673
Africa,2021-09-22,6.195274
Africa,2021-09-23,6.26915
Africa,2021-09-24,6.329127
Africa,2021-09-25,6.3869486
Africa,2021-09-26,6.447681
Africa,2021-09-27,6.5140443
Africa,2021-09-28,6.573276
Africa,2021-09-29,6.6330905
Africa,2021-09-30,6.6924615
Africa,2021-10-01,6.7564006
Africa,2021-10-02,6.81937
Africa,2021-10-03,6.8749914
Africa,2021-10-04,6.933338
Africa,2021-10-05,6.993458
Africa,2021-10-06,7.0558324
Africa,2021-10-07,7.1154323
Africa,2021-10-08,7.171238
Africa,2021-10-09,7.219451
Africa,2021-10-10,7.2654223
Africa,2021-10-11,7.3215046
Africa,2021-10-12,7.390748
Africa,2021-10-13,7.463943
Africa,2021-10-14,7.520867
Africa,2021-10-15,7.59047
Africa,2021-10-16,7.6528754
Africa,2021-10-17,7.714948
Africa,2021-10-18,7.7810016
Africa,2021-10-19,7.848654
Africa,2021-10-20,7.919645
Africa,2021-10-21,7.984823
Africa,2021-10-22,8.062557
Africa,2021-10-23,8.132388
Africa,2021-10-24,8.190457
Africa,2021-10-25,8.261426
Africa,2021-10-26,8.33346
Africa,2021-10-27,8.397059
Africa,2021-10-28,8.458997
Africa,2021-10-29,8.534716
Africa,2021-10-30,8.607814
Africa,2021-10-31,8.674378
Africa,2021-11-01,8.731698
Africa,2021-11-02,8.789286
Africa,2021-11-03,8.851006
Africa,2021-11-04,8.912172
Africa,2021-11-05,8.976297
Africa,2021-11-06,9.036574
Africa,2021-11-07,9.1104765
Africa,2021-11-08,9.189803
Africa,2021-11-09,9.270688
Africa,2021-11-10,9.353131
Africa,2021-11-11,9.441258
Africa,2021-11-12,9.504927
Africa,2021-11-13,9.5668125
Africa,2021-11-14,9.63052
Africa,2021-11-15,9.696736
Africa,2021-11-16,9.768577
Africa,2021-11-17,9.84214
Africa,2021-11-18,9.913076
Africa,2021-11-19,9.98518
Africa,2021-11-20,10.066083
Africa,2021-11-21,10.145862
Africa,2021-11-22,10.2381
Africa,2021-11-23,10.339749
Africa,2021-11-24,10.464861
Africa,2021-11-25,10.578068
Africa,2021-11-26,10.67794
Africa,2021-11-27,10.766956
Africa,2021-11-28,10.846295
Africa,2021-11-29,10.944812
Africa,2021-11-30,11.047514
Africa,2021-12-01,11.138989
Africa,2021-12-02,11.240498
Africa,2021-12-03,11.365281
Africa,2021-12-04,11.438303
Africa,2021-12-05,11.50805
Africa,2021-12-06,11.586456
Africa,2021-12-07,11.670184
Africa,2021-12-08,11.751423
Africa,2021-12-09,11.830692
Africa,2021-12-10,11.9267235
Africa,2021-12-11,12.016693
Africa,2021-12-12,12.103387
Africa,2021-12-13,12.191356
Africa,2021-12-14,12.280016
Africa,2021-12-15,12.364981
Africa,2021-12-16,12.486797
Africa,2021-12-17,12.603826
Africa,2021-12-18,12.717407
Africa,2021-12-19,12.830763
Africa,2021-12-20,12.9447
Africa,2021-12-21,13.060441
Africa,2021-12-22,13.174432
Africa,2021-12-23,13.280648
Africa,2021-12-24,13.357574
Africa,2021-12-25,13.428758
Africa,2021-12-26,13.499993
Africa,2021-12-27,13.563736
Africa,2021-12-28,13.625232
Africa,2021-12-29,13.685613
Africa,2021-12-30,13.742548
Africa,2021-12-31,13.829991
Africa,2022-01-01,13.903006
Africa,2022-01-02,13.956301
Africa,2022-01-03,14.010316
Africa,2022-01-04,14.066305
Africa,2022-01-05,14.113323
Africa,2022-01-06,14.159289
Africa,2022-01-07,14.244982
Africa,2022-01-08,14.326879
Africa,2022-01-09,14.395669
Africa,2022-01-10,14.447646
Africa,2022-01-11,14.487516
Africa,2022-01-12,14.52937
Africa,2022-01-13,14.578965
Africa,2022-01-14,14.6420355
Africa,2022-01-15,14.708632
Africa,2022-01-16,14.800189
Africa,2022-01-17,14.895438
Africa,2022-01-18,14.956015
Africa,2022-01-19,15.012843
Africa,2022-01-20,15.065902
Africa,2022-01-21,15.1170435
Africa,2022-01-22,15.167315
Africa,2022-01-23,15.217009
Africa,2022-01-24,15.264654
Africa,2022-01-25,15.312746
Africa,2022-01-26,15.371514
Africa,2022-01-27,15.428649
Africa,2022-01-28,15.483239
Africa,2022-01-29,15.53733
Africa,2022-01-30,15.588362
Africa,2022-01-31,15.645398
Africa,2022-02-01,15.721124
Africa,2022-02-02,15.796364
Africa,2022-02-03,15.864534
Africa,2022-02-04,15.932481
Africa,2022-02-05,16.001337
Africa,2022-02-06,16.06839
Africa,2022-02-07,16.131699
Africa,2022-02-08,16.182743
Africa,2022-02-09,16.235527
Africa,2022-02-10,16.293386
Africa,2022-02-11,16.358124
Africa,2022-02-12,16.421356
Africa,2022-02-13,16.481997
Africa,2022-02-14,16.536556
Africa,2022-02-15,16.591795
Africa,2022-02-16,16.684063
Africa,2022-02-17,16.7903
Africa,2022-02-18,16.913246
Africa,2022-02-19,17.072578
Africa,2022-02-20,17.192097
Africa,2022-02-21,17.326849
Africa,2022-02-22,17.460962
Africa,2022-02-23,17.554253
Africa,2022-02-24,17.647661
Africa,2022-02-25,17.712273
Africa,2022-02-26,17.805641
Africa,2022-02-27,17.86344
Africa,2022-02-28,17.928469
Africa,2022-03-01,17.98566
Africa,2022-03-02,18.08536
Africa,2022-03-03,18.142883
Africa,2022-03-04,18.219856
Africa,2022-03-05,18.280704
Africa,2022-03-06,18.336697
Africa,2022-03-07,18.408676
Africa,2022-03-08,18.48103
Africa,2022-03-09,18.547129
Africa,2022-03-10,18.61614
Africa,2022-03-11,18.683348
Africa,2022-03-12,18.747437
Africa,2022-03-13,18.81153
Africa,2022-03-14,18.859194
Africa,2022-03-15,18.907904
Africa,2022-03-16,18.953894
Africa,2022-03-17,18.999622
Africa,2022-03-18,19.04426
Africa,2022-03-19,19.086195
Africa,2022-03-20,19.126928
Africa,2022-03-21,19.162683
Africa,2022-03-22,19.202852
Africa,2022-03-23,19.245018
Africa,2022-03-24,19.292805
Africa,2022-03-25,19.342731
Africa,2022-03-26,19.395082
Africa,2022-03-27,19.443777
Africa,2022-03-28,19.496782
Africa,2022-03-29,19.551199
Africa,2022-03-30,19.607815
Africa,2022-03-31,19.664509
Africa,2022-04-01,19.726864
Africa,2022-04-02,19.783915
Africa,2022-04-03,19.839527
Africa,2022-04-04,19.893911
Africa,2022-04-05,19.946342
Africa,2022-04-06,19.998865
Africa,2022-04-07,20.05205
Africa,2022-04-08,20.106209
Africa,2022-04-09,20.160982
Africa,2022-04-10,20.203375
Africa,2022-04-11,20.240042
Africa,2022-04-12,20.278582
Africa,2022-04-13,20.31491
Africa,2022-04-14,20.351797
Africa,2022-04-15,20.388054
Africa,2022-04-16,20.423803
Africa,2022-04-17,20.459076
Africa,2022-04-18,20.494324
Africa,2022-04-19,20.530016
Africa,2022-04-20,20.566225
Africa,2022-04-21,20.60267
Africa,2022-04-22,20.639181
Africa,2022-04-23,20.67607
Africa,2022-04-24,20.71078
Africa,2022-04-25,20.744926
Africa,2022-04-26,20.780392
Africa,2022-04-27,20.80838
Africa,2022-04-28,20.836243
Africa,2022-04-29,20.86449
Africa,2022-04-30,20.892235
Africa,2022-05-01,20.917797
Africa,2022-05-02,20.953342
Africa,2022-05-03,20.989021
Africa,2022-05-04,21.02623
Africa,2022-05-05,21.063957
Africa,2022-05-06,21.1018
Africa,2022-05-07,21.13977
Africa,2022-05-08,21.176764
Africa,2022-05-09,21.190508
Africa,2022-05-10,21.206757
Africa,2022-05-11,21.223314
Africa,2022-05-12,21.240498
Africa,2022-05-13,21.25648
Africa,2022-05-14,21.274096
Africa,2022-05-15,21.2916
Africa,2022-05-16,21.315048
Africa,2022-05-17,21.338076
Africa,2022-05-18,21.36196
Africa,2022-05-19,21.384779
Africa,2022-05-20,21.408188
Africa,2022-05-21,21.431244
Africa,2022-05-22,21.452843
Africa,2022-05-23,21.482618
Africa,2022-05-24,21.514015
Africa,2022-05-25,21.545202
Africa,2022-05-26,21.576366
Africa,2022-05-27,21.60724
Africa,2022-05-28,21.637875
Africa,2022-05-29,21.667469
Africa,2022-05-30,21.74353
Africa,2022-05-31,21.766111
Africa,2022-06-01,21.788605
Africa,2022-06-02,21.81074
Africa,2022-06-03,21.832993
Africa,2022-06-04,21.854988
Africa,2022-06-05,21.876081
Africa,2022-06-06,21.926403
Africa,2022-06-07,21.977617
Africa,2022-06-08,22.029188
Africa,2022-06-09,22.080627
Africa,2022-06-10,22.132036
Africa,2022-06-11,22.183416
Africa,2022-06-12,22.233881
Africa,2022-06-13,22.28409
Africa,2022-06-14,22.334509
Africa,2022-06-15,22.385073
Africa,2022-06-16,22.435595
Africa,2022-06-17,22.485365
Africa,2022-06-18,22.535572
Africa,2022-06-19,22.585299
Africa,2022-06-20,22.679672
Africa,2022-06-21,22.774881
Africa,2022-06-22,22.870064
Africa,2022-06-23,22.965187
Africa,2022-06-24,23.060154
Africa,2022-06-25,23.154905
Africa,2022-06-26,23.249191
Africa,2022-06-27,23.330873
Africa,2022-06-28,23.485027
Africa,2022-06-29,23.638994
Africa,2022-06-30,23.723577
Africa,2022-07-01,23.808105
Africa,2022-07-02,23.89262
Africa,2022-07-03,23.977064
Africa,2022-07-04,24.064632
Africa,2022-07-05,24.152197
Africa,2022-07-06,24.23756
Africa,2022-07-07,24.322906
Africa,2022-07-08,24.408365
Africa,2022-07-09,24.493904
Africa,2022-07-10,24.578959
Africa,2022-07-11,24.647736
Africa,2022-07-12,24.71679
Africa,2022-07-13,24.785856
Africa,2022-07-14,24.854969
Africa,2022-07-15,24.923937
Africa,2022-07-16,24.9929
Africa,2022-07-17,25.069723
Africa,2022-07-18,25.14718
Africa,2022-07-19,25.224821
Africa,2022-07-20,25.296366
Africa,2022-07-21,25.368063
Africa,2022-07-22,25.439533
Africa,2022-07-23,25.510914
Africa,2022-07-24,25.582056
Africa,2022-07-25,25.648977
Africa,2022-07-26,25.71592
Africa,2022-07-27,25.783352
Africa,2022-07-28,25.849876
Africa,2022-07-29,25.916328
Africa,2022-07-30,25.982912
Africa,2022-07-31,26.049086
Africa,2022-08-01,26.092342
Africa,2022-08-02,26.13567
Africa,2022-08-03,26.179117
Africa,2022-08-04,26.222528
Africa,2022-08-05,26.265932
Africa,2022-08-06,26.309265
Africa,2022-08-07,26.352406
Africa,2022-08-08,26.386827
Africa,2022-08-09,26.421265
Africa,2022-08-10,26.455574
Africa,2022-08-11,26.49019
Africa,2022-08-12,26.524841
Africa,2022-08-13,26.559422
Africa,2022-08-14,26.593765
Africa,2022-08-15,26.627903
Africa,2022-08-16,26.667765
Africa,2022-08-17,26.707783
Africa,2022-08-18,26.747618
Africa,2022-08-19,26.787489
Africa,2022-08-20,26.827301
Africa,2022-08-21,26.866749
Africa,2022-08-22,26.915283
Africa,2022-08-23,26.964144
Africa,2022-08-24,27.013042
Africa,2022-08-25,27.061981
Africa,2022-08-26,27.110844
Africa,2022-08-27,27.159618
Africa,2022-08-28,27.208157
Africa,2022-08-29,27.250742
Africa,2022-08-30,27.294422
Africa,2022-08-31,27.337942
Africa,2022-09-01,27.381456
Africa,2022-09-02,27.42497
Africa,2022-09-03,27.468447
Africa,2022-09-04,27.511753
Africa,2022-09-05,27.54366
Africa,2022-09-06,27.575762
Africa,2022-09-07,27.607906
Africa,2022-09-08,27.640018
Africa,2022-09-09,27.672148
Africa,2022-09-10,27.704319
Africa,2022-09-11,27.736233
Africa,2022-09-12,27.77114
Africa,2022-09-13,27.808105
Africa,2022-09-14,27.845095
Africa,2022-09-15,27.882082
Africa,2022-09-16,27.919064
Africa,2022-09-17,27.9559
Africa,2022-09-18,27.992737
Africa,2022-09-19,28.047363
Africa,2022-09-20,28.102179
Africa,2022-09-21,28.157019
Africa,2022-09-22,28.211851
Africa,2022-09-23,28.26674
Africa,2022-09-24,28.321716
Africa,2022-09-25,28.376415
Africa,2022-09-26,28.439562
Africa,2022-09-27,28.503227
Africa,2022-09-28,28.56938
Africa,2022-09-29,28.635538
Africa,2022-09-30,28.699896
Africa,2022-10-01,28.764147
Africa,2022-10-02,28.828362
Africa,2022-10-03,28.893703
Africa,2022-10-04,28.959034
Africa,2022-10-05,29.024448
Africa,2022-10-06,29.089872
Africa,2022-10-07,29.155294
Africa,2022-10-08,29.220692
Africa,2022-10-09,29.285954
Africa,2022-10-10,29.386114
Africa,2022-10-11,29.486456
Africa,2022-10-12,29.585344
